[00:00.000 --> 00:02.000]  Abonnez-vous !
[02:14:08.000 --> 02:14:18.000]  Dans un cas comme celui-là, vous nous contactez, on vous dira quelle est la procédure à mettre en œuvre pour vous protéger d'une éventuelle accusation de mauvaise foi de détournement clientèle.
[02:14:18.000 --> 02:14:21.000]  Ça coûte cher le détournement clientèle, bien sûr.
[02:14:22.000 --> 02:14:25.000]  Elles ne peuvent émettre un avis sur les pratiques professionnelles du confrère.
[02:14:25.000 --> 02:14:30.000]  En gros, on ne donne pas nos avis sur ce que font les autres, surtout si on ne nous l'a pas demandé.
[02:14:30.000 --> 02:14:37.000]  On ne va pas dire « Ah, vous avez visité avec La Forêt ? Ah oui, oui, La Forêt, ils ne sont pas bons, hein. Oh là là, ils ratent toute leur vente.
[02:14:37.000 --> 02:14:41.000]  Ah bah oui, ça c'est sûr, hein. Et puis ils sous-estiment les prix. Ça, c'est certain. » Non.
[02:14:41.000 --> 02:14:48.000]  Si on nous demande notre avis, on peut dire « La Forêt ? » Effectivement, je les connais.
[02:14:48.000 --> 02:14:59.000]  Mais on doit rester mesuré, faire preuve de tact. En gros, on dit « C'est un confrère, il fait son travail, moi je collabore avec lui ou je ne collabore pas beaucoup avec lui. »
[02:14:59.000 --> 02:15:03.000]  Et ça s'arrête là. On ne va pas dire « Ah oui, il est bien ou non, il n'est pas bien. »
[02:15:03.000 --> 02:15:08.000]  On reste très mesuré. Si on nous demande notre avis, si on ne nous le demande pas, on l'afferme.
[02:15:08.000 --> 02:15:14.000]  Et si on nous le demande, on reste très mesuré. « Oui, c'est un confrère, c'est un concurrent, bien sûr. »
[02:15:14.000 --> 02:15:21.000]  Soit je collabore beaucoup souvent avec lui ou si jamais je collabore avec lui, je ne connais pas plus que ça. Et on s'arrête là.
[02:15:21.000 --> 02:15:27.000]  « S'ils exigent une fonction syndicale, elles ne peuvent pas s'en prévaloir. »
[02:15:27.000 --> 02:15:40.000]  Elles ne prévalent pas à des fins commerciales. En gros, je suis président du syndicat départemental des agents immobiliers, donc c'est moi qu'il faut venir voir. Non, absolument pas.
[02:15:40.000 --> 02:15:53.000]  Vous ne pouvez en aucun cas faire état de votre qualité de représentant syndical de l'organisation professionnelle de l'UNIS par exemple pour mettre les clients en confiance au détriment des autres.
[02:15:53.000 --> 02:16:01.000]  Si on a connaissance d'une atteinte au code de déontologie, on ne va pas en parler aux clients. On ne va pas dire « Lui, là, il fait ci. Lui, il fait ça. »
[02:16:01.000 --> 02:16:09.000]  Même si c'est une vraie atteinte au code de déontologie, on n'en parle pas aux clients, on en parle éventuellement aux instances représentatives.
[02:16:09.000 --> 02:16:22.000]  C'est là qu'on arrive au règlement des litiges. Quand on a un litige avec un confrère ou avec un client également, bien sûr, on doit toujours, toujours, toujours s'efforcer de résoudre ça à la biable.
[02:16:22.000 --> 02:16:33.000]  On fait tous les efforts nécessaires pour que ça ne m'aide pas au tribunal. On répond de bonne foi et dans un délai raisonnable à leurs réclamations, c'est-à-dire on ne les laisse pas pourrir dans un coin.
[02:16:33.000 --> 02:16:41.000]  Et on leur dit la vérité. On fait en sorte en gros que les choses ne s'enveniment pas, tout simplement.
[02:16:41.000 --> 02:16:50.000]  On a fini les amis. Vous voyez que c'était chiant, vous avez prévenu. C'est pas intéressant du tout.
[02:16:50.000 --> 02:16:54.000]  Mais vous devez le connaître. Vous allez voir les dernières questions qui ont été posées.
[02:16:54.000 --> 02:17:00.000]  Il y en a qui devraient bien écouter ça. Oui, alors ça, je sais à quoi Marjorie fait référence.
[02:17:00.000 --> 02:17:07.000]  Effectivement. Pour l'article 10, comment voulez-vous qu'on prouve que les confrères ont incité nos clients à rompre leurs réunions commerciales avec nous?
[02:17:07.000 --> 02:17:14.000]  Moi, ça fait trois fois que des agences font dénoncer mes mandats à mes clients et leur font prendre un mandat exclusif avec eux alors que j'avais une super relation avec mes clients.
[02:17:14.000 --> 02:17:29.000]  Allez, oui. Alors, est-ce que là on est dans la libre concurrence parce que le confrère veut obtenir un mandat exclusif en disant j'ai de super services à vous proposer?
[02:17:29.000 --> 02:17:36.000]  Ou est-ce qu'il dit aux clients non, non, non, non, non, faut rompre le mandat avec untel parce qu'il est nul.
[02:17:36.000 --> 02:17:43.000]  Et notamment, on sait que certaines agences disent aux clients je vais moi-même me charger de rédiger les courriers recommandés de résiliation.
[02:17:43.000 --> 02:17:52.000]  C'est absolument interdit. Absolument interdit. Et vous en êtes bien entendu l'objet régulièrement. C'est une certitude.
[02:17:52.000 --> 02:17:58.000]  Pour les commissions, toutes les agences ont de la baird. Ah bah oui, oui, on le sait. Bien sûr.
[02:17:58.000 --> 02:18:07.000]  Là encore, il y a une concurrence absolument pas saine et loyale sur la gestion des zones horaires. On le sait, c'est une certitude.
[02:18:08.000 --> 02:18:14.000]  Oui, ce code de déontologie pourrait dire si on va mettre sur le nez des agences mobiliers qui travaillent autour de chez vous,
[02:18:14.000 --> 02:18:19.000]  il y en a un paquet qui vont regarder leur godinx en disant oui, bon d'accord, c'est tout à fait vrai.
[02:18:20.000 --> 02:18:23.000]  À bientôt Joachim.
[02:18:25.000 --> 02:18:30.000]  Alors, un client, c'est vous-même qui nous dit qu'il ne réussit pas à vendre avec une autre agence.
[02:18:31.000 --> 02:18:37.000]  Mais oui, mais s'il ne réussit pas avec une autre agence et que vous, vous allez lui dire voici les services que je peux mettre en place
[02:18:37.000 --> 02:18:43.000]  pour arriver à un succès dans votre vente, ça, ça va très bien.
[02:18:43.000 --> 02:18:46.000]  C'est pas la même chose que de dire ah bah oui, mais c'est parce que l'autre, il est nul.
[02:18:46.000 --> 02:18:55.000]  Cassez votre mandat avec l'autre et venez avec moi. Voyez la différence entre dire bon bah votre vente, elle ne va nulle part parce que vous n'utilisez pas les bons services.
[02:18:55.000 --> 02:18:57.000]  Moi j'ai les bons services, les voici.
[02:18:57.000 --> 02:19:04.000]  Et dire votre vente va nulle part parce que l'autre il est nul et qu'il ne bosse pas et qu'il ne se lave pas et qu'il sent mauvais et qu'il dort le matin.
[02:19:04.000 --> 02:19:06.000]  C'est pas pareil du tout.
[02:19:07.000 --> 02:19:12.000]  On ne peut pas démarcher un proprio, on ne peut pas démarcher un proprio qui ne réussit pas à vendre.
[02:19:12.000 --> 02:19:20.000]  Si, vous pouvez démarcher un propriétaire, donc vous aviez précise la question, qui démarche, démarcher un propriétaire qui n'arrive pas à vendre avec une autre agence,
[02:19:20.000 --> 02:19:24.000]  en lui démontrant que vous êtes très bon et que vous mettez en oeuvre les bons services.
[02:19:24.000 --> 02:19:29.000]  Vous ne pouvez pas le démarcher en disant que ça ne marche pas parce que le confrère est nul.
[02:19:29.000 --> 02:19:31.000]  Voyez la différence.
[02:19:36.000 --> 02:19:38.000]  Où en est le souci avec ma vente ?
[02:19:38.000 --> 02:19:40.000]  On est dessus Vincent, on sent le cube.
[02:19:40.000 --> 02:19:44.000]  Je pense que c'est la vente dont on parlait hier à l'instant quand je disais Vincent et Karine.
[02:19:44.000 --> 02:19:49.000]  Je vous ferai un rapport d'ici à vendredi.
[02:19:49.000 --> 02:19:51.000]  On est quel jour ? C'est demain vendredi si vous voulez.
[02:19:51.000 --> 02:19:53.000]  Je vous enverrai la copie demain.
[02:19:54.000 --> 02:19:56.000]  Le confrère est été plus balèze.
[02:19:56.000 --> 02:19:59.000]  Être plus fort que vous, c'est une chose.
[02:19:59.000 --> 02:20:02.000]  Ce n'est pas déloyale ça être plus fort que vous.
[02:20:02.000 --> 02:20:05.000]  Être meilleur, mettre de meilleurs services en oeuvre.
[02:20:05.000 --> 02:20:07.000]  Ce n'est pas être déloyale ça.
[02:20:07.000 --> 02:20:09.000]  Ce n'est pas une concurrence malsaine.
[02:20:09.000 --> 02:20:13.000]  Allez raconter au client que vous êtes nul, que vous ne faites pas votre travail, que vous avez fait la prison.
[02:20:13.000 --> 02:20:15.000]  Or, s'abrissez, on aurait rendu.
[02:20:15.000 --> 02:20:18.000]  Ça c'est une concurrence malsaine et déloyale.
[02:20:18.000 --> 02:20:22.000]  Même si on basse qu'on inclut et donc qu'il dénonce son mandat.
[02:20:22.000 --> 02:20:28.000]  Oui, il dénonce son mandat parce que les services que vous lui apportez ce sont des services que vous ne donnez qu'en exclut.
[02:20:28.000 --> 02:20:34.000]  Donc s'il veut avoir accès à ces services et qu'il a été convaincu de leur pertinence, il dénonce le mandat.
[02:20:35.000 --> 02:20:42.000]  Mais ne dites pas à votre client, il faut dénoncer le mandat avec l'autre parce qu'il est nul, parce que je veux être le seul, parce que je suis le meilleur.
[02:20:42.000 --> 02:20:44.000]  Non, voici les services que je vous propose.
[02:20:44.000 --> 02:20:49.000]  Ces services, ils sont valables dans le cadre d'un mandat exclusif.
[02:20:49.000 --> 02:20:53.000]  Vous voulez en bénéficier, prenez vos responsabilités.
[02:20:53.000 --> 02:21:04.000]  Je dois y aller, obligations parentales.
[02:21:04.000 --> 02:21:08.000]  Il y en a qui ont une vie difficile.
[02:21:08.000 --> 02:21:11.000]  Obligations parentales.
[02:21:11.000 --> 02:21:16.000]  Alors attendez, je descend les questions entre temps parce que bien entendu, je n'arrive pas à les voir.
[02:21:16.000 --> 02:21:19.000]  Ah c'est Julien, je dois sortir les enfants du vide sanitaire.
[02:21:19.000 --> 02:21:23.000]  Laissez-les, ils sont chauds pour la nuit.
[02:21:23.000 --> 02:21:25.000]  C'est tranquille.
[02:21:25.000 --> 02:21:29.000]  Comment on fait quand les agents sabres, leurs honoraires ne respectent pas leur déil ?
[02:21:29.000 --> 02:21:31.000]  C'est très difficile.
[02:21:31.000 --> 02:21:36.000]  C'est très difficile et ça on va en parler au cours de la division conférence montée en gamme.
[02:21:36.000 --> 02:21:41.000]  Ça fait partie justement de ce dont on discute quand on redéfinit la grille d'honoraires.
[02:21:41.000 --> 02:21:44.000]  Est-ce que là on compte 2h30 ?
[02:21:44.000 --> 02:21:46.000]  Non parce qu'au début on n'a pas parlé que de ça.
[02:21:46.000 --> 02:21:49.000]  Au début on a parlé de plein d'autres choses, souvenez-vous-en.
[02:21:49.000 --> 02:21:51.000]  Donc là c'est 2h00.
[02:21:51.000 --> 02:21:54.000]  D'autre manière on a déclaré aux agifices 2h00.
[02:21:54.000 --> 02:21:58.000]  Donc on ne peut pas dire maintenant que ça fait 2h30, ce n'est pas possible.
[02:21:58.000 --> 02:22:00.000]  Si jamais on ne fait rien, ils continueront toujours.
[02:22:00.000 --> 02:22:02.000]  Oui ça on en discutera.
[02:22:02.000 --> 02:22:06.000]  Effectivement, il faut voir, vérifier ce que font les uns et les autres.
[02:22:06.000 --> 02:22:10.000]  Est-ce que vous pouvez tous me dire que vous êtes toujours là parce qu'on va clôturer les 2h formation allure.
[02:22:10.000 --> 02:22:12.000]  Merci, une formation riche et pleine d'exemples.
[02:22:12.000 --> 02:22:15.000]  Bravo, je ne dis rien sur la tenue de l'horaire.
[02:22:17.000 --> 02:22:19.000]  Et vous avez raison.
[02:22:19.000 --> 02:22:22.000]  Je suis là, toujours présent, présent, toujours là, toujours là.
[02:22:22.000 --> 02:22:26.000]  Alors effectivement, on valide 2h pour la loi allure pour deux raisons.
[02:22:26.000 --> 02:22:30.000]  La première raison c'est qu'on n'a pas commencé à l'heure, il a fallu attendre que tout le monde se connecte.
[02:22:30.000 --> 02:22:33.000]  Je ne sais plus si on va commencer vers 15, quelque chose comme ça.
[02:22:33.000 --> 02:22:38.000]  15 ou 20 parce qu'on attend toujours que tout le monde soit connecté.
[02:22:38.000 --> 02:22:43.000]  La deuxième chose c'est qu'au démarrage on n'a pas commencé directement par l'avéontologie.
[02:22:43.000 --> 02:22:46.000]  On a parlé de différentes choses, de questions que vous avez posées.
[02:22:46.000 --> 02:22:48.000]  Est-ce que vous êtes bien rentrés du séminaire ?
[02:22:48.000 --> 02:22:51.000]  Je vous ai expliqué le changement d'horaire de Yves la semaine prochaine.
[02:22:51.000 --> 02:22:56.000]  N'oubliez pas, Yves la semaine prochaine, sa visio de mardi est décalé à 17h,
[02:22:56.000 --> 02:23:03.000]  enfin plutôt que 18h, sur la transition énergétique.
[02:23:03.000 --> 02:23:09.000]  Alors à la différence de la visioconférence d'aujourd'hui qui est exactement la même que celle qu'on a déjà fait précédemment
[02:23:09.000 --> 02:23:15.000]  pour l'avéontologie, il n'y a que les exemples qui ont peut-être un petit peu évolué.
[02:23:15.000 --> 02:23:22.000]  Yves par contre, il a entièrement remis à jour sa formation sur la transition énergétique.
[02:23:22.000 --> 02:23:27.000]  Par contre, avec Yves, mardi, vous n'allez pas vous retaper ce que vous avez déjà fait il y a deux ans.
[02:23:27.000 --> 02:23:29.000]  Elle sera vraiment mise à jour.
[02:23:29.000 --> 02:23:31.000]  Donc là, ce sera beaucoup plus intéressant que ce qu'on a fait ce soir.
[02:23:31.000 --> 02:23:34.000]  Et puis de toute manière, vous savez que Yves par principe est plus intéressant,
[02:23:34.000 --> 02:23:37.000]  généralement en formation et en visioconférence.
[02:23:37.000 --> 02:23:42.000]  Donc vous ne dites pas que pour Yves, vous allez vous retaper encore ce que vous connaissez par cœur ?
[02:23:42.000 --> 02:23:44.000]  Non, il a vraiment tout mis à jour.
[02:23:44.000 --> 02:23:47.000]  Parce que ça, c'est quelque chose qui a évolué la transition énergétique en deux ans.
[02:23:47.000 --> 02:23:50.000]  Alors que l'avéontologie, ça n'a pas bougé depuis 2019.
[02:23:50.000 --> 02:23:53.000]  Donc c'est pour ça qu'on valide deux heures pour la noix à l'ur.
[02:23:53.000 --> 02:23:57.000]  On n'a pas commencé pile à l'heure, premièrement, parce qu'on a attendu que tout le monde soit connecté.
[02:23:57.000 --> 02:24:01.000]  Deuxièmement, on n'a pas directement attaqué l'avéontologie.
[02:24:01.000 --> 02:24:03.000]  On a parlé un petit peu de tout et de rien au début.
[02:24:03.000 --> 02:24:04.000]  Donc c'est bien deux heures.
[02:24:04.000 --> 02:24:09.000]  De toute manière, nous on a déclaré aux âges et fils une formation de deux heures.
[02:24:09.000 --> 02:24:13.000]  On ne peut pas leur dire finalement ça a été deux heures trente, deux heures quarante, deux heures cinquante.
[02:24:13.000 --> 02:24:16.000]  Parce que là ils vont dire, bah non, vous avez déclaré deux heures, c'est deux heures.
[02:24:16.000 --> 02:24:22.000]  On a parlé des enfants dans les vies de sanitaire, des gens qui ne se lavent pas et qui ne se lèvent pas le matin.
[02:24:22.000 --> 02:24:23.000]  On ne peut pas compter plus que deux heures.
[02:24:23.000 --> 02:24:27.000]  Non, parce que le vie sanitaire, les gens qui ne se lavent pas et qui ne se lèvent pas le matin,
[02:24:27.000 --> 02:24:31.000]  et bien ça ne fait pas partie du programme noix à l'ur obligatoire aux immobiliers.
[02:24:32.000 --> 02:24:34.000]  Mais non, c'est intéressant vos visions.
[02:24:34.000 --> 02:24:36.000]  En plus, moi je me marre grave de vos bêtises.
[02:24:36.000 --> 02:24:40.000]  Ah, mais parce que vous êtes bon public, parce que vous m'aimez bien.
